year,province,career_path_name,earnedIncome,prov_tax_amt,fed_tax_amt,tax_amt,current_endevor,afterTaxIncome,afterTaxAndCostsIncome,amtSavedThisYear,expenditureBias,Housing,Food,Transportation,educationCost,totalLivingCosts,contributions,investment_low,investment_avg,investment_high,investment_developTradingBot,yrs_Programming & Software Development,yrs_Version Control (Git),yrs_System Design & Architecture,yrs_Agile & DevOps Practices,yrs_Network Security,yrs_Security Monitoring & SIEM,yrs_Incident Response,yrs_Threat Analysis & Intelligence,yrs_Vulnerability Assessment,yrs_IT Consulting & Client Engagement,yrs_Business Process Analysis,yrs_Project Management,yrs_Enterprise Systems & ERP,yrs_PLC & Control System Programming,yrs_Instrumentation Calibration & Maintenance,yrs_Process Control & SCADA,yrs_Electrical Systems & Wiring,yrs_Industrial Cybersecurity,yrs_OT/IT Network Integration,yrs_Risk Assessment & Compliance (OT)
2060,Nova Scotia,I&C to Cybersecurity,401728.59259899636,75079.56614578923,106546.4855576688,181626.051703458,Industrial Cybersecurity Analyst,220102.54089553835,104862.33873844355,104862.33873844355,0.0,69344.19319258835,26226.290836860826,19669.718127645618,0.0,115240.2021570948,104862.33873844355,2945080.14660469,5811874.524257844,12603557.666451382,171577857.30555412,0,0,0,0,16,16,0,0,0,0,0,0,0,35,19,35,19,19,16,19
2061,Nova Scotia,I&C to Cybersecurity,422056.05938450556,79348.33417074617,113254.54959688683,192602.883767633,Industrial Cybersecurity Analyst,229453.17561687256,109368.88353121313,109368.88353121313,0.0,72811.40285221778,27013.079561966653,20259.80967147499,0.0,120084.29208565943,109368.88353121313,3201703.0374661377,6502430.8602148425,14603460.1999503,223160583.38075158,0,0,0,0,17,17,0,0,0,0,0,0,0,36,19,36,19,20,17,20
2062,Nova Scotia,I&C to Cybersecurity,443412.0959893615,83833.10185776593,120302.04167648932,204135.14353425524,Industrial Cybersecurity Analyst,239276.95245510628,114133.9035498327,114133.9035498327,0.0,76451.97299482868,27823.471948825652,20867.603961619243,0.0,125143.04890527358,114133.9035498327,3475922.0928892773,7266807.84978616,16908113.133492675,290222892.29852694,0,0,0,0,18,18,0,0,0,0,0,0,0,37,19,37,19,21,18,21
2063,Nova Scotia,I&C to Cybersecurity,465848.74804642325,88544.79878974888,127706.13685531968,216250.93564506856,Industrial Cybersecurity Analyst,249597.8124013547,119171.43256902634,119171.43256902634,0.0,80274.57164457011,28658.176107290426,21493.632080467818,0.0,130426.37983232836,119171.43256902634,3768889.6301027676,8112660.067333803,19563501.536085602,377408931.42065406,0,0,0,0,19,19,0,0,0,0,0,0,0,38,19,38,19,22,19,22
2064,Nova Scotia,I&C to Cybersecurity,489420.69469757227,93494.90758649017,135484.87925019884,228979.786836689,Industrial Cybersecurity Analyst,260440.90786088328,124496.24520069367,124496.24520069367,0.0,84288.30022679863,29517.92139050914,22138.441042881856,0.0,135944.6626601896,124496.24520069367,4081830.3568085996,9048422.319267876,22622523.011699133,490756107.09205097,0,0,0,0,20,20,0,0,0,0,0,0,0,39,19,39,19,23,20,23
2065,Nova Scotia,I&C to Cybersecurity,514185.3818492694,98695.49188834657,143657.2260102589,242352.71789860545,Industrial Cybersecurity Analyst,271832.66395066393,130123.89540613265,130123.89540613265,0.0,88502.71523813855,30403.459032224415,22802.59427416831,0.0,141708.76854453128,130123.89540613265,4416045.770055163,10083388.446600797,26146025.358860135,638113063.1150724,0,0,0,0,21,21,0,0,0,0,0,0,0,40,19,40,19,24,21,24
2066,Nova Scotia,I&C to Cybersecurity,540203.1621708424,104159.2257558769,152243.093516378,256402.31927225488,Industrial Cybersecurity Analyst,283800.8428985875,136070.75699295753,136070.75699295753,0.0,92927.85100004548,31315.562803191147,23486.67210239336,0.0,147730.08590563,136070.75699295753,4772918.815550879,11227798.048253834,30203999.91968211,829683052.8065871,0,0,0,0,22,22,0,0,0,0,0,0,0,41,19,41,19,25,22,25
2067,Nova Scotia,I&C to Cybersecurity,567537.4421766871,109899.42455710428,161263.40591830673,271162.830475411,Industrial Cybersecurity Analyst,296374.61170127604,142354.06619847624,142354.06619847624,0.0,97574.24355004776,32255.02968728688,24191.272265465162,0.0,154020.5455027998,142354.06619847624,5153918.822526899,12492931.919277694,34876953.9738329,1078730322.714762,0,0,0,0,23,23,0,0,0,0,0,0,0,42,19,42,19,26,23,26
2068,Nova Scotia,I&C to Cybersecurity,596254.8367508274,115930.07741767375,170740.14612777304,286670.22354544676,Industrial Cybersecurity Analyst,309584.6132053806,148991.96646649585,148991.96646649585,0.0,102452.95572755016,33222.680577905485,24917.010433429117,0.0,160592.64673888477,148991.96646649585,5560606.73011974,13891217.07767196,40257489.03637432,1402498411.495657,0,0,0,0,24,24,0,0,0,0,0,0,0,43,19,43,19,27,24,27
2069,Nova Scotia,I&C to Cybersecurity,626425.3314904192,122265.88131298803,180696.40939183836,302962.29070482636,Industrial Cybersecurity Analyst,323463.04078559286,156003.55552999055,156003.55552999055,0.0,107575.60351392766,34219.36099524265,25664.52074643199,0.0,167459.4852556023,156003.55552999055,5994640.622155718,15436342.340969149,46452115.947360456,1823403938.4998841,0,0,0,0,25,25,0,0,0,0,0,0,0,44,19,44,19,28,25,28
2070,Nova Scotia,I&C to Cybersecurity,658122.4532638345,128922.27688540523,191156.45957706537,320078.7364624706,Industrial Cybersecurity Analyst,338043.71680136386,163408.9349178149,163408.9349178149,0.0,112954.38368962405,35245.94182509994,26434.456368824955,0.0,174634.78188354895,163408.9349178149,6457781.588181319,17143385.50998388,53583342.27438234,2370588528.9847674,0,0,0,0,26,26,0,0,0,0,0,0,0,45,19,45,19,29,26,29
2071,Nova Scotia,I&C to Cybersecurity,691423.4493989843,135915.48607378668,202145.7883016648,338061.2743754515,Industrial Cybersecurity Analyst,353362.1750235328,171229.26200968493,171229.26200968493,0.0,118602.10287410527,36303.320079852936,27227.490059889697,0.0,182132.9130138479,171229.26200968493,6951899.92960007,19028953.322991952,61792072.87754937,3081936316.9422073,0,0,0,0,27,27,0,0,0,0,0,0,0,46,19,46,19,30,27,30
2072,Nova Scotia,I&C to Cybersecurity,726409.4759385731,143262.55164710036,213691.17705972912,356953.7287068295,Industrial Cybersecurity Analyst,369455.74723174365,179486.80476999818,179486.80476999818,0.0,124532.20801781054,37392.419682248525,28044.314761686393,0.0,189968.94246174546,179486.80476999818,7478981.730850073,21111335.460061144,71240370.61395177,4006696698.8296394,0,0,0,0,28,28,0,0,0,0,0,0,0,47,19,47,19,31,28,31
2073,Nova Scotia,I&C to Cybersecurity,763165.7954210648,150981.3787384236,225820.76248895138,376802.141227375,Industrial Cybersecurity Analyst,386363.6541936898,188204.9992977358,188204.9992977358,0.0,130758.81841870106,38514.192272715976,28885.644204536984,0.0,198158.654895954,188204.9992977358,8041135.816690313,23410674.005364995,82114631.20534226,5208893913.47783,0,0,0,0,29,29,0,0,0,0,0,0,0,48,19,48,19,32,29,32
2074,Nova Scotia,I&C to Cybersecurity,801781.9846693706,159090.77848056782,238564.1049408923,397654.88342146017,Industrial Cybersecurity Analyst,404127.1012479104,197408.51033670374,197408.51033670374,0.0,137296.75933963613,39669.618040897454,29752.213530673096,0.0,206718.59091120667,197408.51033670374,8640601.117861534,25949149.9162382,94629234.39648029,6771759496.031516,0,0,0,0,30,30,0,0,0,0,0,0,0,49,19,49,19,33,30,33
2075,Nova Scotia,I&C to Cybersecurity,842352.1530936408,167610.51384966457,251952.26052090147,419562.774370566,Industrial Cybersecurity Analyst,422789.3787230748,207123.2948977392,207123.2948977392,0.0,144161.59730661794,40859.70658212438,30644.779936593288,0.0,215666.0838253356,207123.2948977392,9279754.468652349,28751188.20275976,109030742.85085006,8803494468.135868,0,0,0,0,31,31,0,0,0,0,0,0,0,50,19,50,19,34,31,34
2026,Nova Scotia,Cybersecurity Focus with Education,39100.0,3936.1580000000004,5474.000000000001,9410.158000000001,Masters in Cybersecurity,29689.841999999997,-14110.158000000003,0.0,0.0,13200.0,9600.0,7200.0,13800.0,43800.0,-14110.158000000003,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
2027,Nova Scotia,Cybersecurity Focus with Education,39100.0,3936.1580000000004,5474.000000000001,9410.158000000001,Masters in Cybersecurity,29689.841999999997,-15274.158000000003,0.0,0.0,13860.0,9888.0,7416.0,13800.0,44964.0,-15274.158000000003,0.0,0.0,0.0,0.0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2
2028,Nova Scotia,Cybersecurity Focus with Education,39100.0,3936.1580000000004,5474.000000000001,9410.158000000001,Masters in Cybersecurity,29689.841999999997,-16486.278,0.0,0.0,14553.0,10184.64,7638.48,13800.0,46176.119999999995,-16486.278,0.0,0.0,0.0,0.0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3
2029,Nova Scotia,Cybersecurity Focus with Education,25300.0,2223.8700000000003,3542.0000000000005,5765.870000000001,PhD in Cybersecurity,19534.129999999997,-24454.333600000005,0.0,0.0,15280.650000000001,10490.1792,7867.634400000001,10350.0,43988.4636,-24454.333600000005,0.0,0.0,0.0,0.0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,4,4,4
2030,Nova Scotia,Cybersecurity Focus with Education,25300.0,2223.8700000000003,3542.0000000000005,5765.870000000001,PhD in Cybersecurity,19534.129999999997,-25769.10050800001,0.0,0.0,16044.682500000003,10804.884576000002,8103.663432000001,10350.0,45303.23050800001,-25769.10050800001,0.0,0.0,0.0,0.0,2,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,5
2031,Nova Scotia,Cybersecurity Focus with Education,25300.0,2223.8700000000003,3542.0000000000005,5765.870000000001,PhD in Cybersecurity,19534.129999999997,-27138.591073240008,0.0,0.0,16846.916625000005,11129.03111328,8346.77333496,10350.0,46672.721073240005,-27138.591073240008,0.0,0.0,0.0,0.0,3,0,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,6,6,6
2032,Nova Scotia,Cybersecurity Focus with Education,61856.05385739435,7338.188051680455,8876.496040765842,16214.684092446296,SOC Level 1 Analyst,45641.36976494805,7892.028727010846,7892.028727010846,0.0,17689.262456250006,11462.902046678402,8597.1765350088,0.0,37749.34103793721,7892.028727010846,7892.028727010846,7892.028727010846,7892.028727010846,7892.028727010846,3,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,6,6,6
2033,Nova Scotia,Cybersecurity Focus with Education,64985.970182578494,7857.624029435835,9518.128887428593,17375.75291686443,SOC Level 1 Analyst,47610.21726571406,8374.61074751374,8374.61074751374,0.0,18573.725579062506,11806.789108078754,8855.091831059066,0.0,39235.60651820032,8374.61074751374,16661.240910875127,17055.84234722567,17450.44378357621,18634.248092627837,3,0,0,0,8,8,8,8,8,0,0,0,0,0,0,0,0,6,6,6
2034,Nova Scotia,Cybersecurity Focus with Education,68274.26027381697,8405.781987645289,10192.228356132478,18598.010343777765,SOC Level 1 Analyst,49676.2499300392,8892.100704711615,8892.100704711615,0.0,19502.411858015632,12160.992781321118,9120.744585990838,0.0,40784.14922532759,8892.100704711615,26386.4036611305,27653.527286659853,28960.111055824254,33116.6232251278,3,0,0,0,9,9,9,9,9,0,0,0,0,0,0,0,0,6,6,6
2035,Nova Scotia,Cybersecurity Focus with Education,71728.9378436721,8981.67673854014,10900.43725795278,19882.11399649292,SOC Level 1 Analyst,51846.823847179185,9449.101907931457,9449.101907931457,0.0,20477.532450916413,12525.82256476075,9394.366923570564,0.0,42397.72193924773,9449.101907931457,37154.825752118486,39867.9819232573,42753.22962212935,52500.71210059759,3,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,6,6,6
2036,Nova Scotia,Cybersecurity Focus with Education,106484.7268784027,14850.728903720472,18025.374010072555,32876.10291379303,SOC Level 2 Analyst,73608.62396460967,29529.41971816618,29529.41971816618,0.0,21501.409073462233,12901.597241703574,9676.19793127768,0.0,44079.204246443485,29529.41971816618,68541.98675789058,73384.19983374921,78695.63378361493,97780.34544894306,4,0,0,0,11,11,11,11,11,0,0,0,0,0,0,0,0,6,6,6
2037,Nova Scotia,Cybersecurity Focus with Education,111872.85405844987,15793.651160228728,19129.940081982226,34923.591242210954,SOC Level 2 Analyst,76949.26281623892,31117.654260932875,31117.654260932875,0.0,22576.47952713535,13288.645158954681,9966.483869216012,0.0,45831.60855530604,31117.654260932875,103086.74035671799,111840.27407805702,121617.63311209004,158232.10334455885,5,0,0,0,12,12,12,12,12,0,0,0,0,0,0,0,0,6,6,6
2038,Nova Scotia,Cybersecurity Focus with Education,117533.62047380743,16784.285282916302,20317.271323189932,37101.556606106235,SOC Level 2 Analyst,80432.06386770119,32773.97746519326,32773.97746519326,0.0,23705.303503492116,13687.30451372332,10265.478385292492,0.0,47658.08640250793,32773.97746519326,141015.05483974714,155798.27895105598,172634.25554409678,238475.71181311976,6,0,0,0,13,13,13,13,13,0,0,0,0,0,0,0,0,6,6,6
2039,Nova Scotia,Cybersecurity Focus with Education,123480.82166978209,17825.045492211866,21863.54363414334,39688.589126355204,SOC Level 2 Analyst,83792.23254342689,34230.297478773864,34230.297478773864,0.0,24890.56867866673,14097.923649135024,10573.442736851266,0.0,49561.93506465302,34230.297478773864,182296.10506050836,205608.40432493546,232759.69135448514,344248.72283582954,7,0,0,0,14,14,14,14,14,0,0,0,0,0,0,0,0,6,6,6
2040,Nova Scotia,Cybersecurity Focus with Education,129728.95124627306,18918.46816809779,23488.057324030997,42406.525492128785,SOC Level 2 Analyst,87322.42575414428,35775.821263978345,35775.821263978345,0.0,26135.09711260006,14520.861358609072,10890.646018956806,0.0,51546.60449016593,35775.821263978345,227186.73157751214,261945.06602140737,303449.4663216362,483299.16095055675,8,0,0,0,15,15,15,15,15,0,0,0,0,0,0,0,0,6,6,6
2041,Nova Scotia,Cybersecurity Focus with Education,136293.2361793345,20067.218031383534,25194.77140662697,45261.9894380105,SOC Level 2 Analyst,91031.246741324,37415.54217420107,37415.54217420107,0.0,27441.85196823007,14956.487199367346,11217.365399525508,0.0,53615.70456712292,37415.54217420107,275961.6103305888,325555.1147977492,386382.4284440827,665704.4514099249,9,0,0,0,16,16,16,16,16,0,0,0,0,0,0,0,0,6,6,6
2042,Nova Scotia,Cybersecurity Focus with Education,143189.6739300088,21274.094637751543,26987.84522180229,48261.93985955384,SOC Level 2 Analyst,94927.73407045497,39154.72132695376,39154.72132695376,0.0,28813.94456664157,15405.181815348365,11553.886361511275,0.0,55773.01274350121,39154.72132695376,328914.412174072,397265.3476044779,483494.5140376488,904570.5081598561,10,0,0,0,17,17,17,17,17,0,0,0,0,0,0,0,0,6,6,6
2043,Nova Scotia,Cybersecurity Focus with Education,173578.92857407758,27168.13670055629,34889.05142926017,62057.188129816466,Industrial Cybersecurity Analyst,111521.74044426112,53499.25842712204,53499.25842712204,0.0,30254.64179497365,15867.337269808817,11900.502952356612,0.0,58022.482017139075,53499.25842712204,398859.39120989764,490491.1407920477,609517.9495704181,1229440.919034935,10,0,0,0,18,18,17,17,17,0,0,0,0,1,0,1,0,7,7,7
2044,Nova Scotia,Cybersecurity Focus with Education,182362.0223599259,29012.58639558444,37200.31648437851,66212.90287996296,Industrial Cybersecurity Analyst,116149.11947996294,55780.87016641021,55780.87016641021,0.0,31767.373884722332,16343.357387903085,12257.518040927313,0.0,60368.24931355273,55780.87016641021,474583.23093680275,595321.1250376628,756726.5121723909,1654054.0649118258,10,0,0,0,19,19,17,17,17,0,0,0,0,2,0,2,0,8,8,8
2045,Nova Scotia,Cybersecurity Focus with Education,191589.54069133816,30950.365245181012,39876.29680048807,70826.66204566907,Industrial Cybersecurity Analyst,120762.87864566909,57948.23437501532,57948.23437501532,0.0,33355.74257895845,16833.658109540178,12625.24358215513,0.0,62814.644270653764,57948.23437501532,556260.6268586583,712801.4719164445,928183.7233732649,2208218.518760389,10,0,0,0,20,20,17,17,17,0,0,0,0,3,0,3,0,9,9,9
2046,Nova Scotia,Cybersecurity Focus with Education,201283.97145031986,32986.19570456717,42687.68172059276,75673.87742515994,Industrial Cybersecurity Analyst,125610.09402515992,60243.89557480738,60243.89557480738,0.0,35023.529707906375,17338.66785282638,13004.000889619787,0.0,65366.198450352545,60243.89557480738,644317.5537763987,844325.5146828964,1127655.177454062,2930927.969963313,10,0,0,0,21,21,17,17,17,0,0,0,0,4,0,4,0,10,10,10
2047,Nova Scotia,Cybersecurity Focus with Education,211468.94040570606,35125.03918519827,45641.32271765476,80766.36190285304,Industrial Cybersecurity Analyst,130702.57850285302,62674.92350483178,62674.92350483178,0.0,36774.706193301696,17858.82788841117,13394.120916308379,0.0,68027.65499802124,62674.92350483178,739208.3549700504,991432.9896560179,1359478.377577003,3872881.2844571387,10,0,0,0,22,22,17,17,17,0,0,0,0,5,0,5,0,11,11,11
2048,Nova Scotia,Cybersecurity Focus with Education,222169.26879023478,37372.1081459493,48744.417949168084,86116.52609511738,Industrial Cybersecurity Analyst,136052.7426951174,65248.76392328947,65248.76392328947,0.0,38613.44150296678,18394.59272506351,13795.944543797632,0.0,70803.97877182793,65248.76392328947,841417.5366418425,1155825.0525449093,1628648.898136843,5099994.433717569,10,0,0,0,23,23,17,17,17,0,0,0,0,6,0,6,0,12,12,12
2049,Nova Scotia,Cybersecurity Focus with Education,233411.03379102063,39732.87879611433,52004.52979939598,91737.40859551032,Industrial Cybersecurity Analyst,141673.6251955103,67973.2582304682,67973.2582304682,0.0,40544.113578115124,18946.430506815414,14209.822880111562,0.0,73700.3669650421,67973.2582304682,951461.6717044029,1339380.8160298686,1940919.4910878376,6697966.022063308,10,0,0,0,24,24,17,17,17,0,0,0,0,7,0,7,0,13,13,13
2050,Nova Scotia,Cybersecurity Focus with Education,245221.63210084627,42213.10444117771,55429.603309245416,97642.70775042313,Industrial Cybersecurity Analyst,147578.92435042316,70856.6641048675,70856.6641048675,0.0,42571.31925702088,19514.82342201988,14636.11756651491,0.0,76722.26024555566,70856.6641048675,1069891.4193944905,1544175.561737723,2302914.0788558805,8778212.49278717,10,0,0,0,25,25,17,17,17,0,0,0,0,8,0,8,0,14,14,14
2051,Nova Scotia,Cybersecurity Focus with Education,257629.8466851491,44818.82950388131,59027.98553869323,103846.81504257454,Industrial Cybersecurity Analyst,153783.03164257456,73907.6772045118,73907.6772045118,0.0,44699.885219871925,20100.268124680475,15075.201093510357,0.0,79875.35443806276,73907.6772045118,1197293.667568727,1772500.795116007,2722258.867888774,11485583.917827833,10,0,0,0,26,26,17,17,17,0,0,0,0,9,0,9,0,15,15,15
2052,Nova Scotia,Cybersecurity Focus with Education,270665.9169274176,47556.4042547577,63295.802586047816,110852.2068408055,Industrial Cybersecurity Analyst,159813.71008661212,76648.09731101003,76648.09731101003,0.0,46934.87948086552,20703.276168420893,15527.457126315667,0.0,83165.61277560209,76648.09731101003,1333806.4482581734,2026398.971938618,3207245.7953831,15007907.190487195,10,0,0,0,27,27,17,17,17,0,0,0,0,10,0,10,0,16,16,16
2053,Nova Scotia,Cybersecurity Focus with Education,284361.6123239449,50432.50028802843,67815.38206690183,118247.88235493026,Industrial Cybersecurity Analyst,166113.72996901465,79514.45122052719,79514.45122052719,0.0,49281.6234549088,21324.374453473516,15993.28084010514,0.0,86599.27874848746,79514.45122052719,1480011.2218916095,2308553.3203530074,3767847.115911092,19589793.79885388,10,0,0,0,28,28,17,17,17,0,0,0,0,11,0,11,0,17,17,17
2054,Nova Scotia,Cybersecurity Focus with Education,298750.30990753655,53454.12678058267,72563.65226948707,126017.77905006974,Industrial Cybersecurity Analyst,172732.5308574668,82549.64127742653,82549.64127742653,0.0,51745.70462765425,21964.105687077725,16473.079265308294,0.0,90182.88958004027,82549.64127742653,1636561.4242636166,2621958.2936657346,4415573.824575182,25549281.57978747,10,0,0,0,29,29,17,17,17,0,0,0,0,12,0,12,0,18,18,18
2055,Nova Scotia,Cybersecurity Focus with Education,313867.0755888579,56628.64757366015,77552.1849443231,134180.83251798325,Industrial Cybersecurity Analyst,179686.24307087463,85762.95271088005,85762.95271088005,0.0,54332.98985903697,22623.028857690057,16967.271643267544,0.0,93923.29035999457,85762.95271088005,1804152.4481876774,2969917.075743188,5163672.850972339,33299829.006434593,10,0,0,0,30,30,17,17,17,0,0,0,0,13,0,13,0,19,19,19
